metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
method,1918-1931,636,БАМАТЕР,БаматтерЗ,Международная детская неделя,nan,nan,nan,М.,Новая Москва,1925.0,Библиотека юного пионера,32.0,15000.0,0.8,nan
method,1918-1931,638,"Банчик, Е. П.",БанчикЕП,Пионеру о химической войне,nan,nan,nan,М.,Новая Москва,1925.0,Библиотека юного пионера,71.0,15000.0,0.4,nan
fic,1918-1931,724,"Барто, А.; Ечеистов, Г.",ЕчеистовГ,Жара-жарища,nan,nan,nan,Киев,Культура,1929.0,nan,11.0,30000.0,0.15,nan
fic,1918-1931,725,"Барто, А.; Ечеистов, Г.",ЕчеистовГ,Жара-жарища,nan,nan,nan,Киев,Культура,1929.0,nan,11.0,30000.0,0.13,nan
method,1918-1931,733,"Бартрам, Н.",БартрамН,Игры с масками и уборами,nan,nan,nan,М.; Л.,Гиз,1926.0,Своими руками,61.0,10000.0,0.55,nan
nonfic,1918-1931,760,"Басманов, П.",БасмановП,День птиц,Картинки с текстом,nan,nan,М.,Гиз,1930.0,nan,11.0,30000.0,0.22,nan
nonfic,1918-1931,761,"Басс, Р.",БассР,Мирские Захребетники,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,Библиотека юного натуралиста,48.0,10000.0,0.2,nan
nonfic,1918-1931,762,"Басс, Р.",БассР,Мирские Захребетники,nan,Изд. 2-е,nan,М.,Огиз—Молодая гвардия,1931.0,Библиотека юного натуралиста,64.0,10000.0,0.2,nan
method,1918-1931,766,NOAUTHOR,nan,БАУМАНЦЫ,Живые дела бауманских пионеров и школьников,nan,nan,М.,изд. бюро ДКО баум. РК ВЛКСМ,1929.0,nan,78.0,2000.0,nan,nan
nonfic,1918-1931,771,"Бахарев, А.",БахаревА,В мастерской растений,Питомник И. В. Мичурина,nan,nan,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,80.0,60000.0,0.18,nan
fic,1918-1931,792,NOAUTHOR,nan,БЕЖИМ В СТРАНУ КРАСНОКОЖИХ,Замечательные приключения храбрых юных путешественников,nan,nan,П.,Книга,1923.0,nan,60.0,3000.0,nan,nan
nonfic,1918-1931,793,"Безбородов, С.",БезбородовС,Сигналы,Об антисемитизме,nan,nan,Л.,Красная газета,1929.0,Библиотека юного пролетария,61.0,10000.0,0.25,nan
fic,1918-1931,796,"Безыменский, А.",БезыменскийА,Товарищ Вова-инженер,nan,Рис. Б. Титова.,nan,Харьков,Пролетарий,1930.0,nan,13.0,15000.0,0.3,nan
fic,1918-1931,809,NOAUTHOR,nan,БЕЛКА БОБОЧКА,Приключения одной белочки,Рис. С. Гольдмана.,nan,Одесса,Одессполиграф,1926.0,nan,16.0,3000.0,0.6,nan
fic,1918-1931,810,NOAUTHOR,nan,БЕЛКА БОБОЧКА,Приключения одной белочки,Рис. С. Гольдмана.,nan,Одесса,Одессполиграф,1927.0,nan,16.0,3000.0,0.5,nan
nonfic,1918-1931,812,"Белопольский, И. Р.",БелопольскийИР,Календарь ежедневных научных наблюдений,nan,nan,nan,М.,Начатки знаний,1918.0,nan,16.0,nan,nan,nan
nonfic,1918-1931,813,"Белопольский, И. Р.",БелопольскийИР,Календарь ежедневных научных наблюдений,nan,Изд. 2-е,nan,М.,Начатки знаний,1919.0,Библиотека для детей и юношества,16.0,10000.0,nan,nan
method,1918-1931,819,"Белоусов, С. Д.",БелоусовСД,Как заложить и использовать культурный гектар,nan,nan,nan,Ростов-Дон,Акад. пед. наук СССР,1929.0,Детск. технич. и с.-х. станция Сев.-Кавказск. краевая при крайкоме ВЛКСМ и крайоно,4.0,10000.0,nan,nan
nonfic,1918-1931,830а,"Беляев, М.",БеляевММ,Жизнь животных и растений,nan,nan,nan,М.; Л.,Гиз,1929.0,Рабочая библиотека школьника 1 ст,370.0,5000.0,1.85,nan
nonfic,1918-1931,831,"Беляев, М.",БеляевММ,Жизнь животных и растений,nan,Изд. 2-е,nan,М.; Л.,Гиз,1930.0,Рабочая библиотека школьника 1 ст,352.0,20000.0,1.4,nan
nonfic,1918-1931,831а,"Беляев, М.; Дормидонтов, В.",БеляевММ,Домашние рыбы,О рыболовстве и прудовом хозяйстве,nan,nan,М.; Л.,Гиз,1927.0,В помощь школьнику,74.0,3000.0,0.4,nan
nonfic,1918-1931,831а,"Беляев, М.; Дормидонтов, В.",ДормидонтовВГ,Домашние рыбы,О рыболовстве и прудовом хозяйстве,nan,nan,М.; Л.,Гиз,1927.0,В помощь школьнику,74.0,3000.0,0.4,nan
method,1918-1931,834,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,nan,М.,Крестьянская газета,1929.0,Библиотека «Дружные ребята»,31.0,30000.0,0.1,nan
method,1918-1931,835,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,nan,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,30.0,30000.0,0.1,nan
method,1918-1931,836,"Беляков, Н. Д.",БеляковНД,Сделай сам бумажный змей,nan,nan,nan,М.; Л.,Гиз,1928.0,Сделай сам,8.0,10000.0,0.1,nan
method,1918-1931,837,"Беляков, Н. Д.",БеляковНД,Сделай сам кормушку,nan,nan,nan,М.; Л.,Гиз,1928.0,Сделай сам,11.0,10000.0,0.1,nan
method,1918-1931,838,"Беляков, Н. Д.",БеляковНД,Сделай сам. 1,Крольчатник. 2. Контрольное гнездо. 3. Поилка. 4. Овоскоп. 5. Кормушка для кур. 6. Кормушка для цыплят. 7. Аптечка,Рис. Губина.,nan,М.,Крестьянская газета,1929.0,Библиотека «Дружные ребята»,32.0,30000.0,0.1,nan
method,1918-1931,839,"Беляков, Н. Д.",БеляковНД,Сделай сам лапту,nan,nan,nan,М.; Л.,Гиз,1928.0,Сделай сам,14.0,10000.0,0.12,nan
method,1918-1931,840,"Беляков, Н. Д.",БеляковНД,Сделай сам почтовый ящик,nan,nan,nan,М.; Л.,Гиз,1928.0,Сделай сам,148.0,10000.0,0.1,nan
nonfic,1918-1931,842,"Беляков, Н. Д.",БеляковНД,Скворцы,nan,Рис. И. Пичугина.,nan,М.,Работник просвещения,1927.0,Читальня советской школы,16.0,5000.0,0.25,nan
nonfic,1918-1931,843,"Беляков, Н. Д.",БеляковНД,Скворцы,nan,Изд. 2-е,nan,М.,Работник просвещения,1927.0,Читальня советской школы,16.0,10000.0,0.25,nan
nonfic,1918-1931,847,NOAUTHOR,nan,БЕЛЯНКА-КАПУСТНИЦА,nan,nan,nan,М.,Огиз—Молодая гвардия,1928.0,Центр. бюро юных натуралистов при Главсоцвосе НКП. В помощь юному натуралисту. Серия 1-я. Весна,4.0,3000.0,0.5,nan
nonfic,1918-1931,850,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,nan,nan,nan,М.,Книга,1922.0,nan,84.0,3000.0,nan,nan
nonfic,1918-1931,851,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,nan,Изд. 2-е,nan,П.,Книга,1923.0,nan,98.0,3000.0,nan,nan
method,1918-1931,853,"Бенюх, П. С.",БенюхПС,Конструктора будущего,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,Деритесь за политехнизм,80.0,30000.0,0.2,nan
method,1918-1931,854,"Бенюх, П. С.",БенюхПС,Рабочие на помощь,nan,nan,nan,М.,Огиз—Молодая гвардия,1930.0,Деритесь за политехнизм,48.0,30000.0,0.13,nan
method,1918-1931,855,"Бенюх, П. С.",БенюхПС,Юные мастера земли,Из опыта с.-х. работы детей на Киевщине. 1927—28 гг,nan,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,Библиотека пионерработника. Серия «Пионерский опыт»,114.0,5000.0,nan,nan
nonfic,1918-1931,863,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,nan,nan,М.,Работник просвещения,1927.0,Читальня советской школы,60.0,5000.0,0.35,nan
nonfic,1918-1931,864,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд. 2-е,nan,М.,Работник просвещения,1927.0,Читальня советской школы,60.0,10000.0,0.35,nan
nonfic,1918-1931,865,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд 3-е,nan,М.,Работник просвещения,1930.0,Читальня советской школы,60.0,5000.0,0.2,nan
nonfic,1918-1931,877,"Беренштам, В. В.",БеренштамВВ,В борьбе за право,Воспоминания защитника по политическим делам в царское время,Рис. М. Филипповича.,nan,М.,Огиз—Молодая гвардия,1930.0,nan,96.0,7000.0,0.85,nan
nonfic,1918-1931,880,"Берлин, А.",БерлинА,Как искали край земли,nan,Рис. А. Ромодановской.,nan,М.; Л.,Огиз—Молодая гвардия,1930.0,nan,32.0,10000.0,0.2,nan
fic,1918-1931,884,"Берман, Л. В.",БерманЛВ,Авто и дор,nan,Рис. Б. Берендгоф и С. Прусова.,nan,М.,Огиз—Молодая гвардия,1930.0,nan,64.0,10000.0,0.4,nan
nonfic,1918-1931,887,"Берман, Л. В.",БерманЛВ,Ребята под сапогом,Детское движение в Германии,nan,nan,Л.,Прибой,1926.0,Дешевая книжка пионера,13.0,15000.0,0.4,nan
fic,1918-1931,888,"Берман, Л. В.",БерманЛВ,Трамвай,nan,nan,nan,Л.,Красная газета,1929.0,Библиотека «Ленинских искр»,76.0,10000.0,0.35,nan
nonfic,1918-1931,889,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,nan,Рис. В. Преснякова.,nan,М.,Крестьянская газета,1928.0,Библиотека «Дружные ребята»,30.0,20000.0,0.1,nan
nonfic,1918-1931,890,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,nan,Рис. В. Преснякова.,nan,М.,Крестьянская газета,1929.0,Библиотека «Дружные ребята»,30.0,30000.0,0.1,nan
nonfic,1918-1931,891,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,nan,Изд. 3-е,nan,М.,Крестьянская газета,1930.0,Библиотека «Дружные ребята»,29.0,50000.0,0.8,nan
method,1918-1931,892,"Берман, Л. В.",БерманЛВ,Юный автомобилист,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,Карманная б-чка журн. «Знание—сила»,31.0,60000.0,0.6,nan
method,1918-1931,893,"Берман, Л.; Халтурин, И.",БерманЛВ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,nan,Л.,Ленинградская правда,1927.0,Библиотека «Ленинских искр»,32.0,5000.0,0.25,nan
method,1918-1931,893,"Берман, Л.; Халтурин, И.",ХалтуринИ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,nan,Л.,Ленинградская правда,1927.0,Библиотека «Ленинских искр»,32.0,5000.0,0.25,nan
fic,1918-1931,903,"Бертэ, Э.",БертэЭ,Маленькие школьники,Пе-рераб. и дополн. В. Либович,Рис. С. Гольдмана.,nan,Одесса,Одессполиграф,1928.0,Детская библиотека,227.0,5000.0,1.25,nan
method,1918-1931,905,NOAUTHOR,nan,БЕСЕДЫ С ПИКОРАМИ,nan,nan,nan,Ростов-Дон,Гиз,1925.0,"«Слушай, пионер»",31.0,50000.0,0.4,nan
method,1918-1931,909,"Бескурников, А.",БескурниковА,Юный тракторист,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,Карманная библиотечка «Знание—сила»,32.0,25000.0,0.12,nan
fic,1918-1931,911,NOAUTHOR,nan,БЕСПРИ3ОРНЫЕ,Сборник,Ред. И.С Рабиновича. Вступ. статья З. И. Лилиной.,nan,Л.,Прибой,1925.0,nan,201.0,7000.0,0.9,nan
