metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
method,1918-1931,834,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,31,30000,0.1,
method,1918-1931,835,"Беляков, Н. Д.",БеляковНД,Мои затеи,Как сделать коробчатый змей и модель самолета,Рис. Губина.,,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,30,30000,0.1,
method,1918-1931,836,"Беляков, Н. Д.",БеляковНД,Сделай сам бумажный змей,,,,М.; Л.,Гиз,1928,Сделай сам,8,10000,0.1,
method,1918-1931,837,"Беляков, Н. Д.",БеляковНД,Сделай сам кормушку,,,,М.; Л.,Гиз,1928,Сделай сам,11,10000,0.1,
method,1918-1931,838,"Беляков, Н. Д.",БеляковНД,Сделай сам. 1,Крольчатник. 2. Контрольное гнездо. 3. Поилка. 4. Овоскоп. 5. Кормушка для кур. 6. Кормушка для цыплят. 7. Аптечка,Рис. Губина.,,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,32,30000,0.1,
method,1918-1931,839,"Беляков, Н. Д.",БеляковНД,Сделай сам лапту,,,,М.; Л.,Гиз,1928,Сделай сам,14,10000,0.12,
method,1918-1931,840,"Беляков, Н. Д.",БеляковНД,Сделай сам почтовый ящик,,,,М.; Л.,Гиз,1928,Сделай сам,148,10000,0.1,
fic,1918-1931,842,"Беляков, Н. Д.",БеляковНД,Скворцы,,Рис. И. Пичугина.,,М.,Работник просвещения,1927,Читальня советской школы,16,5000,0.25,
fic,1918-1931,843,"Беляков, Н. Д.",БеляковНД,Скворцы,,Изд. 2-е,,М.,Работник просвещения,1927,Читальня советской школы,16,10000,0.25,
nonfic,1918-1931,847,NOAUTHOR,,БЕЛЯНКА-КАПУСТНИЦА,,,,М.,Огиз—Молодая гвардия,1928,Центр. бюро юных натуралистов при Главсоцвосе НКП. В помощь юному натуралисту. Серия 1-я. Весна,4,3000,0.5,
method,1918-1931,850,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,,,,М.,Книга,1922,,84,3000,,
method,1918-1931,851,"Бенкен, А.",БенкенА,Первое знакомство детей с родной природой,,Изд. 2-е,,П.,Книга,1923,,98,3000,,
method,1918-1931,853,"Бенюх, П. С.",БенюхПС,Конструктора будущего,,,,М.; Л.,Огиз—Молодая гвардия,1930,Деритесь за политехнизм,80,30000,0.2,
method,1918-1931,854,"Бенюх, П. С.",БенюхПС,Рабочие на помощь,,,,М.,Огиз—Молодая гвардия,1930,Деритесь за политехнизм,48,30000,0.13,
method,1918-1931,855,"Бенюх, П. С.",БенюхПС,Юные мастера земли,Из опыта с.-х. работы детей на Киевщине. 1927—28 гг,,,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека пионерработника. Серия «Пионерский опыт»,114,5000,,
nonfic,1918-1931,863,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,,,М.,Работник просвещения,1927,Читальня советской школы,60,5000,0.35,
nonfic,1918-1931,864,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд. 2-е,,М.,Работник просвещения,1927,Читальня советской школы,60,10000,0.35,
nonfic,1918-1931,865,"Бергер, А. К.",БергерАК,В горах Восточного Закавказья,Азербайджан,Изд 3-е,,М.,Работник просвещения,1930,Читальня советской школы,60,5000,0.2,
nonfic,1918-1931,877,"Беренштам, В. В.",БеренштамВВ,В борьбе за право,Воспоминания защитника по политическим делам в царское время,Рис. М. Филипповича.,,М.,Огиз—Молодая гвардия,1930,,96,7000,0.85,
fic,1918-1931,880,"Берлин, А.",БерлинА,Как искали край земли,,Рис. А. Ромодановской.,,М.; Л.,Огиз—Молодая гвардия,1930,,32,10000,0.2,
method,1918-1931,884,"Берман, Л. В.",БерманЛВ,Авто и дор,,Рис. Б. Берендгоф и С. Прусова.,,М.,Огиз—Молодая гвардия,1930,,64,10000,0.4,
nonfic,1918-1931,887,"Берман, Л. В.",БерманЛВ,Ребята под сапогом,Детское движение в Германии,,,Л.,Прибой,1926,Дешевая книжка пионера,13,15000,0.4,
fic,1918-1931,888,"Берман, Л. В.",БерманЛВ,Трамвай,,,,Л.,Красная газета,1929,Библиотека «Ленинских искр»,76,10000,0.35,
fic,1918-1931,889,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,,Рис. В. Преснякова.,,М.,Крестьянская газета,1928,Библиотека «Дружные ребята»,30,20000,0.1,
fic,1918-1931,890,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,,Рис. В. Преснякова.,,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,30,30000,0.1,
fic,1918-1931,891,"Берман, Л. В.",БерманЛВ,Фабрика хлеба,,Изд. 3-е,,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,29,50000,0.8,
nonfic,1918-1931,892,"Берман, Л. В.",БерманЛВ,Юный автомобилист,,,,М.,Огиз—Молодая гвардия,1931,Карманная б-чка журн. «Знание—сила»,31,60000,0.6,
method,1918-1931,893,"Берман, Л.; Халтурин, И.",БерманЛВ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,,Л.,Ленинградская правда,1927,Библиотека «Ленинских искр»,32,5000,0.25,
method,1918-1931,893,"Берман, Л.; Халтурин, И.",ХалтуринИ,Ребятам о газете,Что делать с газетой школьнику и пионеру,Рис. А. Налетова.,,Л.,Ленинградская правда,1927,Библиотека «Ленинских искр»,32,5000,0.25,
fic,1918-1931,903,"Бертэ, Э.",БертэЭ,Маленькие школьники,Пе-рераб. и дополн. В. Либович,Рис. С. Гольдмана.,,Одесса,Одессполиграф,1928,Детская библиотека,227,5000,1.25,
method,1918-1931,905,NOAUTHOR,,БЕСЕДЫ С ПИКОРАМИ,,,,Ростов-Дон,Гиз,1925,"«Слушай, пионер»",31,50000,0.4,
nonfic,1918-1931,909,"Бескурников, А.",БескурниковА,Юный тракторист,,,,М.,Огиз—Молодая гвардия,1931,Карманная библиотечка «Знание—сила»,32,25000,0.12,
fic,1918-1931,911,NOAUTHOR,,БЕСПРИ3ОРНЫЕ,Сборник,Ред. И.С Рабиновича. Вступ. статья З. И. Лилиной.,,Л.,Прибой,1925,,201,7000,0.9,
fic,1918-1931,912,Беюл.,Беюл.,Письма из Африки,,Обраб. Н. Заболоцкого. Рис. Н. Лапшина.,,М.; Л.,Гиз,1928,,73,20000,0.35,
method,1918-1931,1036,NOAUTHOR,,БИБЛИОТЕЧКА ВСЕСОЮЗНЫХ ПЕРЕВЫБОРОВ ПИОНЕРАКТИВА,,,,М.,Огиз—Молодая гвардия,1930,,,30100,0.55,
fic,1918-1931,1055,"Блек, И. С.",БлекИС,Пионеры на военном корабле,,Рис. В. Тамби.,,Л.,Красная газета,1929,Библиотека «Ленинских искр»,51,10000,0.3,
fic,1918-1931,1056,"Блек, И. С.",БлекИС,Пловучая крепость,,Рис. К. Рудакова и В. Тамби.,,Л.,Лен. обл. изд-во,1931,Библиотека «Ленинских искр»,88,20000,0.8,
nonfic,1918-1931,1059,"Блэк, А.; Лесник",БлэкА,Кто что ест,Жуки и бабочки,,,М.,Огиз—Молодая гвардия,1931,,12,50000,0.1,
nonfic,1918-1931,1060,"Блэк, А.; Лесник",БлэкА,Кто что ест,Жуки и бабочки,Звери,,М.,Огиз—Молодая гвардия,1931,,12,50000,0.1,
coloring,1918-1931,1061,"Блэк, А.; Лесник",БлэкА,Кто что ест в воде,Книжка-картинка,,,М.,Огиз—Молодая гвардия,1931,,12,50000,0.1,
coloring,1918-1931,1062,"Блэк, А.; Лесник",БлэкА,Кто что ест в воде,Книжка-картинка,Птицы,,М.,Огиз—Молодая гвардия,1931,,12,50000,0.1,
fic,1918-1931,1062а,"Блюмберг, М.; Мартынов, А.; Трифонов, Ф.",БлюмбергМ,Шестой скороходовский,,Рис. А. Пахомова.,,М.; Л.,Огиз—Молодая гвардия,1931,,39,15000,0.2,
fic,1918-1931,1062а,"Блюмберг, М.; Мартынов, А.; Трифонов, Ф.",ТрифоновФ,Шестой скороходовский,,Рис. А. Пахомова.,,М.; Л.,Огиз—Молодая гвардия,1931,,39,15000,0.2,
method,1918-1931,1063,"Блях, В.; Голобородько, М.",БляхВ,Игры в мяч,,Рис. С. Варича.,,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,19,10000,0.8,
method,1918-1931,1063,"Блях, В.; Голобородько, М.",ГолобородькоМ,Игры в мяч,,Рис. С. Варича.,,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,19,10000,0.8,
method,1918-1931,1064,"Блях, В.; Голобородько, М.",БляхВ,Избранные подвижные игры,,,,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,29,10000,0.1,
method,1918-1931,1064,"Блях, В.; Голобородько, М.",ГолобородькоМ,Избранные подвижные игры,,,,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,29,10000,0.1,
method,1918-1931,1065,"Блях, В.; Голобородько, М.",БляхВ,Катанье на коньках,,,,Харьков,Всеукр. о-во содейств. юному ленинцу,1924,Библиотека юного ленинца,28,10000,0.1,
